Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom¨¦ and Pr¨ªncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
2000M06,47.27,140.75,74.19,9.52,2.70,2.70,1.00,543.65,1.79,1.68,...,0.89,1.00,0.38,51.00,2.00,0.08,...,...,2.00,691.08,1.00,44.69,6.17,2.06,5.17,1.81,1.73,2.06,691.08,654.97,112.40,"3,800.00",691.08,1.48,0.83,691.08,691.08,529.74,7.79,8.03,8.28,"2,120.51",518.31,18.67,691.08,307.33,691.08,8.07,...,...,...,0.61,37.98,...,7.85,177.72,2.70,16.05,...,1.00,3.44,8.76,691.08,9.60,16.47,6.92,8.22,1.05,7.85,2.09,...,...,125.72,125.72,691.08,12.49,1.96,...,0.53,0.66,354.99,7.85,2.70,...,7.73,0.66,...,"1,627.75",691.08,182.12,19.82,14.80,273.66,75.97,44.69,"8,663.30","1,751.89","2,002.40",...,0.66,4.11,...,42.24,106.23,0.66,0.71,142.50,77.55,1.68,"1,117.67",...,0.31,47.63,"7,778.00",0.60,"1,507.50",6.92,41.38,0.50,4.00,...,"1,328.73",54.81,3.80,11.77,691.08,0.43,...,24.13,26.02,9.80,1.00,12.58,"1,051.06",1.05,2.70,10.45,15.29,6.46,6.92,1.68,70.70,...,1.79,2.13,12.65,691.08,101.33,64.12,8.68,0.38,51.79,...,1.00,2.45,"3,499.90",3.49,42.65,4.40,...,3.64,...,2.10,28.24,380.49,...,3.21,1.05,8.18,3.75,691.08,...,5.63,"1,990.38",1.73,...,44.74,216.18,5.09,...,6.92,...,...,78.54,2.70,2.70,2.70,2.57,1.00,8.75,1.64,11.23,30.81,1.70,799.61,39.02,1.00,691.08,1.69,6.30,1.35,0.62,"5,200.00",...,"1,565.57",5.44,3.67,0.66,1.00,12.06,246.20,136.56,0.68,"14,085.00",...,...,158.27,...,2.94,0.04,691.08,2.70,691.08
2000Q3,47.47,144.19,76.53,11.88,2.70,2.70,1.00,542.79,1.79,1.74,...,0.90,1.00,0.38,52.57,2.00,0.10,...,...,2.00,724.62,1.00,45.45,6.23,2.16,5.19,1.81,1.73,2.16,725.38,772.65,115.84,"3,868.33",725.38,1.48,0.83,725.38,725.38,553.21,7.80,8.03,8.28,"2,187.46",544.04,23.50,725.38,310.68,725.38,8.36,...,...,...,0.63,39.19,...,8.25,177.72,2.70,16.16,...,1.00,3.47,8.76,725.38,9.60,17.29,7.00,8.24,1.10,8.25,2.15,...,...,131.96,131.96,725.38,12.73,1.96,...,0.63,0.68,373.28,8.25,2.70,...,7.77,0.68,...,"1,738.17",725.38,182.21,22.04,14.92,288.60,80.21,45.45,"8,711.87","1,752.59","2,002.40",...,0.68,4.06,...,42.98,107.57,0.68,0.71,142.69,77.02,1.74,"1,115.38",...,0.31,47.50,"7,981.33",0.61,"1,507.50",7.00,41.51,0.53,4.00,...,"1,335.95",61.34,3.80,11.77,725.38,0.44,...,23.93,26.24,9.36,1.00,12.38,"1,077.91",1.11,2.70,10.74,15.46,6.56,7.00,1.74,71.95,...,1.79,2.27,12.78,725.38,103.03,67.13,8.95,0.38,53.25,...,1.00,2.65,"3,496.77",3.48,44.99,4.39,...,3.64,...,2.26,27.79,402.79,...,3.33,1.11,8.21,3.75,725.38,...,5.74,"2,105.79",1.73,...,47.14,228.92,5.09,...,7.00,...,...,78.57,2.70,2.70,2.70,2.57,1.12,9.29,1.71,11.23,31.07,1.93,799.36,40.94,1.00,725.38,1.76,6.30,1.40,0.65,"5,200.00",...,"1,681.07",5.44,3.67,0.68,1.00,12.29,281.73,139.00,0.69,"14,119.67",...,...,161.02,...,3.18,0.05,725.38,2.70,725.38
2000M07,47.40,140.60,74.63,10.82,2.70,2.70,1.00,548.09,1.79,1.70,...,0.90,1.00,0.38,51.00,2.00,0.09,...,...,2.00,698.08,1.00,44.78,6.20,2.08,5.15,1.80,1.74,2.08,698.08,762.85,112.95,"3,858.00",698.08,1.48,0.83,698.08,698.08,542.75,7.80,8.03,8.28,"2,161.26",523.56,23.50,698.08,309.05,698.08,8.08,...,...,...,0.61,37.87,...,7.93,177.72,2.70,16.05,...,1.00,3.45,8.76,698.08,9.60,16.63,6.88,8.23,1.06,7.93,2.11,...,...,126.99,126.99,698.08,12.49,1.96,...,0.59,0.66,358.26,7.93,2.70,...,7.75,0.66,...,"1,648.57",698.08,182.05,20.27,14.85,276.63,77.95,44.78,"9,207.80","1,753.70","2,002.40",...,0.66,4.09,...,42.45,107.90,0.66,0.71,142.70,76.41,1.70,"1,114.95",...,0.31,47.00,"7,918.00",0.60,"1,507.50",6.88,41.29,0.50,4.00,...,"1,316.08",57.36,3.80,11.77,698.08,0.43,...,24.10,26.14,9.47,1.00,12.46,"1,070.80",1.06,2.70,10.52,15.36,6.48,6.88,1.70,70.83,...,1.79,2.17,12.71,698.08,104.83,64.77,8.70,0.38,51.79,...,1.00,2.54,"3,502.10",3.48,44.34,4.32,...,3.64,...,2.18,27.85,391.71,...,3.25,1.06,8.20,3.75,698.08,...,5.65,"2,043.94",1.74,...,45.18,218.95,5.09,...,6.88,...,...,78.68,2.70,2.70,2.70,2.57,1.05,8.93,1.65,11.23,30.94,1.87,799.41,40.16,1.00,698.08,1.71,6.30,1.35,0.63,"5,200.00",...,"1,596.42",5.44,3.67,0.66,1.00,12.18,267.20,137.03,0.69,"14,091.00",...,...,158.11,...,3.08,0.04,698.08,2.70,698.08
2000M08,47.50,143.58,76.47,12.06,2.70,2.70,1.00,540.49,1.79,1.72,...,0.90,1.00,0.38,52.70,2.00,0.10,...,...,2.00,725.57,1.00,45.69,6.23,2.16,5.17,1.81,1.72,2.16,725.57,772.43,115.84,"3,874.00",725.57,1.48,0.83,725.57,725.57,550.99,7.80,8.03,8.28,"2,187.37",544.18,23.50,725.57,310.67,725.57,8.36,...,...,...,0.63,39.04,...,8.24,177.72,2.70,16.05,...,1.00,3.47,8.76,725.57,9.60,17.28,6.95,8.24,1.11,8.24,2.14,...,...,132.00,132.00,725.57,12.51,1.97,...,0.63,0.67,372.90,8.24,2.70,...,7.75,0.67,...,"1,753.50",725.57,182.47,21.60,14.91,288.18,79.83,45.69,"8,317.50","1,751.54","2,002.40",...,0.67,4.05,...,42.77,108.07,0.67,0.71,142.66,76.45,1.72,"1,114.10",...,0.31,47.27,"7,999.00",0.61,"1,507.50",6.95,41.81,0.54,4.00,...,"1,328.84",59.32,3.80,11.77,725.57,0.44,...,23.26,26.22,9.28,1.00,12.38,"1,078.80",1.11,2.70,10.74,15.46,6.56,6.95,1.72,72.22,...,1.79,2.24,12.78,725.57,102.39,67.05,8.96,0.38,51.79,...,1.00,2.70,"3,499.90",3.48,44.90,4.36,...,3.64,...,2.24,27.74,404.81,...,3.29,1.11,8.20,3.75,725.57,...,5.72,"2,139.27",1.72,...,46.87,229.02,5.09,...,6.95,...,...,78.28,2.70,2.70,2.70,2.57,1.16,9.27,1.72,11.23,31.08,1.94,799.35,40.83,1.00,725.57,1.74,6.30,1.40,0.65,"5,200.00",...,"1,676.30",5.44,3.67,0.67,1.00,12.34,283.50,138.89,0.69,"14,106.00",...,...,161.41,...,3.20,0.05,725.57,2.70,725.57
2000M09,47.50,148.38,78.48,12.75,2.70,2.70,1.00,539.79,1.79,1.81,...,0.91,1.00,0.38,54.00,2.00,0.10,...,...,2.00,752.15,1.00,45.89,6.26,2.24,5.24,1.84,1.74,2.25,752.15,782.68,118.72,"3,873.00",752.15,1.49,0.83,752.15,752.15,565.90,7.80,8.03,8.28,"2,213.76",564.11,23.50,752.15,312.32,752.15,8.64,...,...,...,0.66,40.66,...,8.57,177.72,2.70,16.38,...,1.00,3.48,8.76,752.15,9.60,17.95,7.16,8.25,1.15,8.57,2.21,...,...,136.83,136.83,752.15,13.18,1.96,...,0.65,0.70,388.67,8.57,2.70,...,7.80,0.70,...,"1,812.43",752.15,182.11,24.25,14.98,300.99,82.86,45.89,"8,610.30","1,752.55","2,002.39",...,0.70,4.04,...,43.73,106.75,0.70,0.71,142.72,78.20,1.81,"1,117.08",...,0.31,48.25,"8,027.00",0.62,"1,507.50",7.16,41.42,0.54,4.00,...,"1,362.94",67.34,3.80,11.77,752.15,0.46,...,24.42,26.35,9.33,1.00,12.30,"1,084.14",1.15,2.70,10.96,15.56,6.64,7.16,1.81,72.80,...,1.79,2.39,12.84,752.15,101.86,69.56,9.21,0.38,56.18,...,1.00,2.71,"3,488.30",3.49,45.74,4.49,...,3.64,...,2.36,27.80,411.84,...,3.44,1.15,8.23,3.75,752.15,...,5.84,"2,134.15",1.74,...,49.38,238.78,5.09,...,7.16,...,...,78.73,2.70,2.70,2.70,2.57,1.16,9.66,1.76,11.23,31.19,1.99,799.31,41.83,1.00,752.15,1.83,6.30,1.44,0.66,"5,200.00",...,"1,770.51",5.44,3.67,0.70,1.00,12.36,294.50,141.09,0.69,"14,162.00",...,...,163.55,...,3.24,0.05,752.15,2.70,752.15
2000Q4,47.50,148.15,78.62,14.66,2.70,2.70,1.00,551.63,1.79,1.88,...,0.91,1.00,0.38,54.00,2.00,0.11,...,...,2.00,755.45,1.00,46.63,6.33,2.25,5.40,1.93,1.74,2.25,754.92,809.12,125.20,"3,885.00",754.92,1.53,0.83,754.92,754.92,572.36,7.80,8.03,8.28,"2,165.56",566.19,43.58,754.92,315.69,754.92,8.70,...,...,...,0.66,40.18,...,8.58,177.72,2.70,16.49,...,1.00,3.59,8.76,754.92,9.70,18.00,7.60,8.28,1.15,8.58,2.25,...,...,137.33,137.33,754.92,14.20,1.97,...,0.68,0.69,391.42,8.58,2.70,...,7.77,0.69,...,"1,891.67",754.92,184.06,23.73,15.09,303.59,85.99,46.63,"9,297.37","1,799.88","2,002.40",...,0.69,4.10,...,44.94,109.82,0.69,0.71,143.50,78.95,1.88,"1,166.98",...,0.31,48.58,"8,355.33",0.62,"1,507.50",7.60,40.24,0.55,4.00,...,"1,333.78",79.36,3.80,11.77,754.92,0.46,...,25.02,27.36,9.49,1.00,12.31,"1,094.17",1.15,2.70,11.00,16.58,6.68,7.60,1.88,73.97,...,1.79,2.44,12.96,754.92,103.74,69.87,9.25,0.38,57.75,...,1.00,3.00,"3,523.68",3.52,49.25,4.50,...,3.64,...,2.51,27.88,424.20,...,3.47,1.15,8.57,3.75,754.92,63.17,6.05,"1,933.48",1.74,...,49.25,241.49,5.10,...,7.60,...,...,80.70,2.70,2.70,2.70,2.57,2.16,9.90,1.75,11.23,32.45,2.16,802.61,43.30,1.00,754.92,1.95,6.30,1.45,0.68,"5,200.00",...,"1,820.18",5.44,3.67,0.69,1.00,12.41,311.77,143.66,0.70,"14,423.00",...,...,164.82,...,3.69,0.05,754.92,2.70,754.92
2000M10,47.50,149.01,79.41,13.44,2.70,2.70,1.00,544.97,1.79,1.90,...,0.91,1.00,0.38,54.00,2.00,0.11,...,...,2.00,767.06,1.00,46.35,6.29,2.29,5.35,1.88,1.75,2.29,767.06,800.25,123.56,"3,878.00",767.06,1.51,0.83,767.06,767.06,567.84,7.80,8.03,8.28,"2,176.80",575.29,30.73,767.06,313.98,767.06,8.77,...,...,...,0.67,41.13,...,8.71,177.72,2.70,16.45,...,1.00,3.53,8.76,767.06,9.60,18.29,7.48,8.26,1.17,8.71,2.26,...,...,139.54,139.54,767.06,13.85,1.97,...,0.67,0.69,396.69,8.71,2.70,...,7.82,0.69,...,"1,855.01",767.06,183.32,24.43,15.04,307.10,84.90,46.35,"9,027.50","1,754.12","2,002.40",...,0.69,4.11,...,44.58,108.36,0.69,0.71,142.64,79.26,1.90,"1,128.91",...,0.31,48.08,"8,107.00",0.62,"1,507.50",7.48,41.37,0.55,4.00,...,"1,362.78",78.03,3.80,11.77,767.06,0.46,...,24.90,26.71,9.52,1.00,12.26,"1,088.94",1.17,2.70,11.08,16.24,6.68,7.48,1.90,73.44,...,1.79,2.49,12.90,767.06,102.98,70.98,9.36,0.38,58.16,...,1.00,2.91,"3,512.89",3.50,48.11,4.64,...,3.64,...,2.45,27.87,416.64,...,3.50,1.17,8.43,3.75,767.06,...,5.89,"2,100.28",1.75,...,50.96,243.96,5.09,...,7.48,...,...,79.40,2.70,2.70,2.70,2.57,2.13,9.96,1.77,11.23,31.83,2.07,801.90,43.16,1.00,767.06,1.91,6.30,1.46,0.68,"5,200.00",...,"1,826.59",5.44,3.67,0.69,1.00,12.38,303.10,144.23,0.69,"14,306.00",...,...,164.59,...,3.34,0.05,767.06,2.70,767.06
2000M11,47.50,149.35,79.48,14.47,2.70,2.70,1.00,555.46,1.79,1.91,...,0.91,1.00,0.38,54.00,2.00,0.11,...,...,2.00,765.96,1.00,46.78,6.33,2.28,5.44,1.95,1.75,2.28,765.96,824.41,128.96,"3,878.00",765.96,1.54,0.83,765.96,765.96,574.60,7.80,8.03,8.28,"2,136.29",574.47,50.00,765.96,315.68,765.96,8.84,...,...,...,0.67,40.48,...,8.71,177.72,2.70,16.49,...,1.00,3.55,8.76,765.96,9.60,18.27,7.68,8.28,1.17,8.71,2.28,...,...,139.34,139.34,765.96,14.26,1.97,...,0.69,0.70,397.35,8.71,2.70,...,7.77,0.70,...,"1,900.00",765.96,184.11,23.87,15.10,308.27,87.13,46.78,"9,378.30","1,753.49","2,002.40",...,0.70,4.11,...,44.91,108.89,0.70,0.71,143.56,78.86,1.91,"1,155.85",...,0.31,48.69,"8,721.00",0.62,"1,507.50",7.68,39.54,0.55,4.00,...,"1,331.26",79.95,3.80,11.77,765.96,0.46,...,25.06,27.47,9.52,1.00,12.30,"1,096.58",1.17,2.70,11.09,16.51,6.70,7.68,1.91,74.30,...,1.79,2.51,12.96,765.96,102.05,70.99,9.34,0.38,57.03,...,1.00,3.06,"3,526.25",3.53,49.75,4.56,...,3.64,...,2.51,27.81,426.17,...,3.49,1.17,8.66,3.75,765.96,...,6.04,"1,941.91",1.75,...,50.15,245.21,5.10,...,7.68,...,...,80.55,2.70,2.70,2.70,2.57,2.18,10.08,1.78,11.23,32.42,2.20,802.60,43.69,1.00,765.96,1.96,6.30,1.47,0.68,"5,200.00",...,"1,850.26",5.44,3.67,0.70,1.00,12.40,311.30,144.97,0.70,"14,452.00",...,...,164.71,...,3.61,0.06,765.96,2.70,765.96
2000M12,47.50,146.08,76.97,16.09,2.70,2.70,1.00,554.45,1.79,1.83,...,0.91,1.00,0.38,54.00,2.00,0.12,...,...,2.00,731.02,1.00,46.75,6.37,2.18,5.41,1.96,1.74,2.18,731.02,802.71,123.08,"3,899.00",731.02,1.52,0.83,731.02,731.02,574.63,7.80,8.03,8.28,"2,183.61",548.27,50.00,731.02,317.40,731.02,8.49,...,...,...,0.64,38.94,...,8.31,177.72,2.70,16.53,...,1.00,3.69,8.76,731.02,9.90,17.44,7.64,8.31,1.11,8.31,2.21,...,...,132.99,132.99,731.02,14.49,1.98,...,0.70,0.68,380.21,8.31,2.70,...,7.73,0.68,...,"1,920.00",731.02,184.75,22.88,15.13,295.41,85.93,46.75,"9,486.30","1,892.02","2,002.40",...,0.68,4.08,...,45.35,112.21,0.68,0.71,144.31,78.73,1.83,"1,216.19",...,0.31,48.97,"8,238.00",0.62,"1,507.50",7.64,39.81,0.54,4.00,...,"1,307.30",80.09,3.80,11.77,731.02,0.45,...,25.09,27.90,9.44,1.00,12.37,"1,097.00",1.11,2.70,10.84,16.99,6.65,7.64,1.83,74.18,...,1.79,2.33,13.03,731.02,106.19,67.64,9.07,0.38,58.06,...,1.00,3.03,"3,531.90",3.52,49.90,4.31,...,3.64,...,2.56,27.97,429.79,...,3.41,1.11,8.61,3.75,731.02,63.17,6.22,"1,758.25",1.74,...,46.64,235.28,5.10,...,7.64,...,...,82.15,2.70,2.70,2.70,2.57,2.18,9.66,1.69,11.23,33.08,2.20,803.34,43.06,1.00,731.02,1.97,6.30,1.43,0.68,"5,200.00",...,"1,783.67",5.44,3.67,0.68,1.00,12.45,320.90,141.79,0.70,"14,511.00",...,...,165.17,...,4.11,0.06,731.02,2.70,731.02
2001,47.50,143.48,77.22,22.06,2.70,2.70,1.00,555.08,1.79,1.93,...,0.93,1.00,0.38,55.81,2.00,0.14,...,...,2.00,732.40,1.00,47.19,6.61,2.19,5.84,2.35,1.79,2.18,733.04,830.35,123.21,"3,916.33",733.04,1.55,0.83,733.04,733.04,634.94,7.80,8.03,8.28,"2,299.63",549.78,206.62,733.04,328.87,733.04,8.34,...,...,...,0.64,38.04,...,8.32,177.72,2.70,16.69,...,1.00,3.97,1.00,733.04,11.31,17.48,8.61,8.46,1.12,8.32,2.28,...,...,133.35,133.35,733.04,15.69,2.07,...,0.72,0.69,...,8.32,2.70,...,7.86,0.69,...,"1,950.56",733.04,187.32,24.43,15.48,286.49,97.42,47.19,"10,260.85","1,753.99","2,002.40",...,0.69,4.21,...,46.00,121.53,0.69,0.71,146.74,78.56,1.93,"1,290.99",...,0.31,48.38,"8,954.58",0.63,"1,507.50",8.61,48.59,0.61,4.00,...,"1,317.70",72.20,3.80,12.24,733.04,0.45,...,25.56,29.13,9.34,1.00,12.87,"1,097.70",1.12,2.70,11.30,20.70,6.75,8.61,1.93,74.95,...,1.79,2.38,13.37,733.04,111.23,68.04,8.99,0.38,61.93,...,1.00,3.39,"4,105.93",3.51,50.99,4.09,...,3.64,...,2.91,29.17,442.99,...,3.48,1.12,8.84,3.75,733.04,66.91,5.86,"1,986.15",1.79,...,48.35,242.75,5.28,...,8.61,...,...,89.38,2.70,2.70,2.70,2.59,2.18,10.33,1.69,11.23,33.81,2.37,876.41,44.43,1.00,733.04,2.12,6.23,1.44,1.23,"5,200.00",...,"1,755.66",5.37,3.67,0.69,1.00,13.32,...,145.31,0.72,"14,725.17",...,...,168.67,...,3.61,0.06,733.04,2.70,733.04
2001Q1,47.50,142.97,75.67,19.02,2.70,2.70,1.00,550.52,1.79,1.88,...,0.92,1.00,0.38,54.00,2.00,0.12,...,...,2.00,710.51,1.00,46.56,6.43,2.12,5.50,2.01,1.75,2.12,710.84,764.25,119.46,"3,910.00",710.84,1.53,0.83,710.84,710.84,574.01,7.80,8.03,8.28,"2,254.05",533.13,50.00,710.84,320.63,710.84,8.29,...,...,...,0.63,37.64,...,8.08,177.72,2.70,16.65,...,1.00,3.79,1.00,710.84,10.20,16.94,7.83,8.36,1.08,8.08,2.23,...,...,129.32,129.32,710.84,14.96,2.05,...,0.71,0.69,...,8.08,2.70,...,7.75,0.69,...,"1,923.33",710.84,186.07,23.51,15.20,287.67,86.10,46.56,"9,779.70","1,755.82","2,002.40",...,0.69,4.14,...,45.60,118.09,0.69,0.71,145.25,78.20,1.88,"1,271.82",...,0.31,49.02,"8,590.67",0.62,"1,507.50",7.83,44.64,0.55,4.00,...,"1,315.52",79.77,3.80,11.77,710.84,0.44,...,25.06,28.08,9.70,1.00,12.69,"1,098.24",1.08,2.70,10.70,17.89,6.65,7.83,1.88,74.11,...,1.79,2.31,13.15,710.84,110.12,65.87,8.89,0.38,59.76,...,1.00,3.25,"3,672.07",3.52,49.24,4.09,...,3.64,...,2.68,28.54,433.53,...,3.41,1.08,8.59,3.75,710.84,63.58,6.42,"1,782.04",1.75,...,47.29,231.08,5.12,...,7.83,...,...,85.48,2.70,2.70,2.70,2.59,2.18,9.74,1.66,11.23,32.53,2.31,818.66,43.17,1.00,710.84,2.02,6.29,1.39,0.80,"5,200.00",...,"1,775.73",5.43,3.67,0.69,1.00,12.65,...,142.92,0.70,"14,547.67",...,...,166.14,...,3.66,0.06,710.84,2.70,710.84
2001M01,47.50,141.74,74.81,17.91,2.70,2.70,1.00,553.43,1.79,1.80,...,0.92,1.00,0.38,54.00,2.00,0.12,...,...,2.00,699.10,1.00,46.54,6.41,2.08,5.46,1.95,1.74,2.08,699.10,782.36,117.55,"3,909.00",699.10,1.50,0.83,699.10,699.10,571.12,7.80,8.03,8.28,"2,241.43",524.33,50.00,699.10,318.95,699.10,8.10,...,...,...,0.61,37.43,...,7.95,177.72,2.70,16.62,...,1.00,3.70,1.00,699.10,10.20,16.66,7.78,8.33,1.07,7.95,2.18,...,...,127.18,127.18,699.10,14.80,2.02,...,0.70,0.68,...,7.95,2.70,...,7.80,0.68,...,"1,910.00",699.10,185.64,23.42,15.15,282.24,84.81,46.54,"9,487.00","1,755.14","2,002.40",...,0.68,4.12,...,45.56,117.10,0.68,0.71,145.09,78.61,1.80,"1,271.89",...,0.31,48.70,"8,240.00",0.61,"1,507.50",7.78,45.12,0.54,4.00,...,"1,301.81",80.11,3.80,11.77,699.10,0.44,...,24.87,27.90,9.77,1.00,12.63,"1,097.80",1.07,2.70,10.59,17.32,6.60,7.78,1.80,74.30,...,1.79,2.25,13.09,699.10,110.01,64.76,8.78,0.38,59.08,...,1.00,3.24,"3,570.00",3.52,50.97,4.11,...,3.64,...,2.62,28.36,432.24,...,3.34,1.07,8.57,3.75,699.10,...,6.38,"1,653.39",1.74,...,46.54,225.93,5.10,...,7.78,...,...,83.66,2.70,2.70,2.70,2.57,2.18,9.47,1.63,11.23,32.69,2.22,805.33,43.08,1.00,699.10,1.99,6.30,1.38,0.67,"5,200.00",...,"1,830.44",5.43,3.67,0.68,1.00,12.56,326.40,143.94,0.70,"14,534.00",...,...,166.06,...,4.02,0.06,699.10,2.70,699.10
2001M02,47.50,142.84,75.75,19.55,2.70,2.70,1.00,552.15,1.79,1.87,...,0.92,1.00,0.38,54.00,2.00,0.12,...,...,2.00,711.68,1.00,46.52,6.43,2.12,5.49,2.00,1.74,2.12,711.68,746.35,119.62,"3,911.00",711.68,1.52,0.83,711.68,711.68,563.13,7.80,8.03,8.28,"2,242.69",533.76,50.00,711.68,320.62,711.68,8.34,...,...,...,0.63,37.55,...,8.09,177.72,2.70,16.66,...,1.00,3.84,1.00,711.68,10.20,16.97,7.82,8.36,1.08,8.09,2.22,...,...,129.47,129.47,711.68,15.01,2.06,...,0.70,0.69,...,8.09,2.70,...,7.74,0.69,...,"1,930.00",711.68,186.28,23.45,15.20,288.13,85.74,46.52,"9,673.30","1,755.53","2,002.40",...,0.69,4.12,...,45.65,116.04,0.69,0.71,145.23,78.25,1.87,"1,252.08",...,0.31,49.07,"8,223.00",0.62,"1,507.50",7.82,43.93,0.54,4.00,...,"1,318.73",79.91,3.80,11.77,711.68,0.44,...,25.07,28.08,9.70,1.00,12.63,"1,098.91",1.08,2.70,10.69,17.87,6.64,7.82,1.87,74.03,...,1.79,2.30,13.15,711.68,110.21,66.03,8.92,0.38,59.65,...,1.00,3.21,"3,693.80",3.53,48.29,4.09,...,3.64,...,2.68,28.59,434.25,...,3.40,1.08,8.59,3.75,711.68,...,6.45,"1,784.80",1.74,...,47.38,231.65,5.11,...,7.82,...,...,86.98,2.70,2.70,2.70,2.61,2.18,9.74,1.67,11.23,32.32,2.35,815.68,42.59,1.00,711.68,2.01,6.29,1.39,0.76,"5,200.00",...,"1,742.97",5.43,3.67,0.69,1.00,12.59,331.50,143.94,0.70,"14,557.00",...,...,166.05,...,3.60,0.06,711.68,2.70,711.68
2001M03,47.50,144.33,76.45,19.61,2.70,2.70,1.00,545.97,1.79,1.98,...,0.92,1.00,0.38,54.00,2.00,0.13,...,...,2.00,721.21,1.00,46.62,6.47,2.15,5.54,2.09,1.77,2.15,721.21,764.03,121.22,"3,910.00",721.21,1.56,0.83,721.21,721.21,587.79,7.80,8.03,8.28,"2,278.04",540.91,50.00,721.21,322.32,721.21,8.44,...,...,...,0.63,37.96,...,8.21,177.72,2.70,16.66,...,1.00,3.84,1.00,721.21,10.20,17.20,7.88,8.39,1.10,8.21,2.29,...,...,131.20,131.20,721.21,15.05,2.06,...,0.71,0.69,...,8.21,2.70,...,7.70,0.69,...,"1,930.00",721.21,186.30,23.66,15.25,292.63,87.75,46.62,"10,178.80","1,756.79","2,002.40",...,0.69,4.16,...,45.60,121.12,0.69,0.71,145.42,77.75,1.98,"1,291.50",...,0.31,49.27,"9,309.00",0.62,"1,507.50",7.88,44.87,0.55,4.00,...,"1,326.00",79.29,3.80,11.77,721.21,0.45,...,25.24,28.27,9.62,1.00,12.81,"1,098.00",1.10,2.70,10.81,18.49,6.71,7.88,1.98,74.00,...,1.79,2.38,13.22,721.21,110.16,66.81,8.97,0.38,60.55,...,1.00,3.30,"3,752.40",3.52,48.47,4.06,...,3.64,...,2.73,28.68,434.11,...,3.49,1.10,8.62,3.75,721.21,63.58,6.45,"1,907.94",1.77,...,47.95,235.65,5.14,...,7.88,...,...,85.81,2.70,2.70,2.70,2.57,2.18,10.01,1.69,11.23,32.59,2.35,834.98,43.84,1.00,721.21,2.05,6.29,1.41,0.96,"5,200.00",...,"1,753.79",5.42,3.67,0.69,1.00,12.79,...,140.88,0.71,"14,552.00",...,...,166.32,...,3.35,0.06,721.21,2.70,721.21
