Country,"Afghanistan, Islamic Republic of",Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Republic of",Aruba,Australia,Austria,"Azerbaijan, Republic of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,Belarus,Belgium,Belgium-Luxembourg,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Chile,"China, P.R.: Hong Kong","China, P.R.: Macao","China, P.R.: Mainland",Colombia,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cura?ao and Sint Maarten,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,Eastern Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,"Eswatini, Kingdom of",Ethiopia,Euro Area,Faroe Islands,Fiji,Finland,France,French Territories: French Polynesia,French Territories: New Caledonia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guernsey,"Guiana, French",Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Republic of","Kosovo, Republic of",Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,"Micronesia, Federated States of",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Niger,Nigeria,"North Macedonia, Republic of",Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Pierre and Miquelon,Samoa,San Marino,S?o Tom?? and Pr??ncipe,Saudi Arabia,Senegal,"Serbia, Republic of",Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan Province of China,Tajikistan,Tanzania,Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,U.S.S.R.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, Republica Bolivariana de",Vietnam,Yemen Arab Rep.,"Yemen, P.D. Rep.","Yemen, Republic of","Yugoslavia, SFR",Zambia,Zimbabwe,Central African Economic and Monetary Community,Eastern Caribbean Currency Union (ECCU),West African Economic and Monetary Union (WAEMU)
2010M12,45.18,104.95,74.39,92.35,2.7,2.7,3.96,360.5,1.79,1.01,10.409137,0.8,1,0.38,70.63,2,0.3,30.515582,...,2,496.18,1,45.16,6.99,1.48,6.58,1.7,1.31,1.48,496.18,"1,232.80",83.53,"4,061.00",496.18,1.01,0.83,496.18,496.18,474.78,7.77,8.01,6.65,"1,925.90",372.14,912.07,496.18,506.37,496.18,5.59,...,1.79,1.79,...,19.03,...,5.64,177.72,2.7,37.4,...,1,5.78,1,496.18,15.38,11.82,6.84,16.52,0.76,5.64,1.85,4.497716,4.962062,90.27,90.27,496.18,27.99,1.76,1.47951,1.49,0.64,257.764262,5.64,2.7,...,7.98,0.64,...,"6,083.75",496.18,202.58,40.06,18.9,209.67,115.7,45.16,"9,016.30","10,364.64","1,170.00",0.595762,0.64,3.6,1464.713741,85.67,83.43,0.64,0.71,147.41,80.57,1.01,"1,146.23",0.76,0.28,47,"8,055.92",0.53,"1,507.50",6.84,70.19,1.26,2.61,30.515582,"2,117.83",150.8,3.13,12.8,496.18,...,...,28.22,30.54,12.4,1,12.15,"1,234.08",0.76,2.7,8.43,34.02,5.59,6.84,1.01,72.53,1.667022,...,1.34,21.84,496.18,150.48,46.55,5.98,0.38,85.77,1,1,2.64,"4,565.33",2.82,43.95,3.02,151.656918,3.64,...,3.24,30.85,593.78,...,2.39,0.76,18.53,3.75,496.18,80.34,12.24,"4,182.67",1.31,1.79,...,...,8.06,"31,312.50",6.84,...,125.864606,111.1,2.7,2.7,2.7,2.49,2.75,6.85,0.97,11.23,30.55,4.4,"1,449.55",30.12,1,496.18,1.83,6.4,1.45,1.52,...,...,"2,303.93",7.96,3.67,0.64,1,19.99,...,85.93,2.59,"18,932.00",...,...,213.83,...,4.74,...,496.18,2.7,496.18
2011M01,45.41,103.84,73.39,95.28,2.7,2.7,3.96,364.95,1.79,1,10.303858,0.8,1,0.38,71.04,2,0.3,30.206945,...,2,491,1,45.39,6.99,1.46,6.62,1.67,1.29,1.46,491,"1,233.30",82.79,"4,050.00",491,0.99,0.83,491,491,489.44,7.78,8.01,6.6,"1,863.81",368.25,920.97,491,506.98,491,5.54,...,1.79,1.79,...,18.31,...,5.58,177.72,2.7,37.54,...,1,5.8,1,491,15.38,...,6.92,16.59,0.75,5.58,1.84,4.452226,4.911876,89.32,89.32,491,31.46,1.8,1.464546,1.48,0.64,255.15721,5.58,2.7,...,7.95,0.64,...,"6,094.23",491,203.63,40.21,18.9,206.31,116.8,45.39,"9,049.50","10,338.93","1,170.00",0.589736,0.64,3.58,1449.899491,85.61,82.61,0.64,0.71,147.05,81.03,1,"1,119.43",0.75,0.28,47.31,"8,062.74",0.53,"1,507.50",6.92,72.27,1.25,2.59,30.206945,"2,092.68",150.8,3.06,12.8,491,...,...,28.14,30.17,12.15,1,12.22,"1,256.42",0.75,2.7,8.35,32.65,5.56,6.92,1,71.06,1.650161,...,1.31,21.93,491,151.55,45.99,5.85,0.38,85.75,1,1,2.65,"4,640.00",2.79,44.17,2.91,150.123046,3.64,...,3.19,30.08,596.75,...,2.37,0.75,18.34,3.75,491,78.6,12.24,"4,230.65",1.29,1.79,...,...,8.06,"30,522.22",6.92,...,124.5916,110.9,2.7,2.7,2.7,2.51,2.92,6.67,0.96,46.88,29.61,4.4,"1,470.44",30.58,1,491,1.82,6.43,1.44,1.56,...,...,"2,333.14",7.95,3.67,0.64,1,19.87,...,89.51,4.29,"18,932.00",...,...,213.8,...,4.77,...,491,2.7,491
2011M02,45.3,102.27,72.87,93.25,2.7,2.7,4,365.06,1.79,0.99,10.08221,0.8,1,0.38,71.18,2,0.3,29.557156,...,2,480.59,1,45.44,6.98,1.43,6.76,1.67,1.28,1.43,480.59,"1,234.82",80.83,"4,036.00",480.59,0.99,0.83,480.59,480.59,475.69,7.79,8.02,6.58,"1,886.20",360.44,924.77,480.59,502.33,480.59,5.43,...,1.79,1.79,...,17.79,...,5.46,177.72,2.7,37.72,...,1,5.88,1,480.59,15.38,...,7.17,16.63,0.73,5.46,1.83,4.356453,4.806215,87.43,87.43,480.59,28.89,1.78,1.433042,1.5,0.62,249.668466,5.46,2.7,...,7.81,0.62,...,"6,195.04",480.59,203.78,40.41,18.9,198.67,116.52,45.44,"8,894.00","10,325.43","1,170.00",0.57705,0.62,3.66,1418.710375,85.6,82.5,0.62,0.71,146.45,81.47,0.99,"1,119.51",0.73,0.28,47.43,"8,054.05",0.51,"1,507.50",7.17,72.28,1.24,2.53,29.557156,"2,020.42",150.8,3.04,12.8,480.59,...,...,28.4,29.45,12.07,1,12.01,"1,253.41",0.73,2.7,8.21,31.63,5.5,7.17,0.99,72.93,1.614664,...,1.31,22.02,480.59,151.94,45.1,5.72,0.38,85.39,1,1,2.61,"4,563.00",2.77,43.7,2.88,146.893715,3.64,...,3.11,29.29,600.24,...,2.36,0.73,17.95,3.75,480.59,75.76,12.24,"4,254.59",1.28,1.79,...,...,8.02,"29,953.13",7.17,...,121.911482,110.97,2.7,2.7,2.7,2.61,3.3,6.44,0.95,46.88,29.39,4.4,"1,489.48",30.72,1,480.59,1.81,6.42,1.42,1.59,...,...,"2,341.93",7.94,3.67,0.62,1,19.59,...,88.65,4.29,"20,318.00",...,...,213.8,...,4.77,...,480.59,2.7,480.59
2011M03,45.29,100.17,72.31,93.27,2.7,2.7,4.02,368.42,1.79,0.99,9.83218,0.79,1,0.38,71.98,2,0.3,28.824165,...,2,468.57,1,44.99,6.96,1.4,6.6,1.66,1.27,1.4,468.57,"1,236.37",78.26,"4,031.00",468.57,0.98,0.83,468.57,468.57,479.65,7.79,8.03,6.57,"1,887.58",351.43,920.57,468.57,500.37,468.57,5.29,...,1.79,1.79,...,17.42,...,5.33,177.72,2.7,37.85,...,1,5.92,1,468.57,15.38,...,6.92,16.69,0.71,5.33,1.83,4.248417,4.687025,85.24,85.24,468.57,28.63,1.71,1.397504,1.5,0.62,243.476908,5.33,2.7,...,7.7,0.62,...,"6,422.08",468.57,204.02,40.24,18.9,193.16,115.22,44.99,"8,748.00","10,338.00","1,170.00",0.56274,0.62,3.56,1383.527606,85.66,81.79,0.62,0.71,145.76,84.21,0.99,"1,120.45",0.71,0.28,47.43,"8,055.34",0.5,"1,507.50",6.92,71.96,1.22,2.47,28.824165,"2,004.24",150.8,3.04,12.8,468.57,...,...,28.22,28.73,12.02,1,11.95,"1,228.45",0.71,2.7,8.04,31.05,5.44,6.92,0.99,72.37,1.574622,...,1.35,22.1,468.57,152.51,43.99,5.59,0.38,85.4,1,1,2.58,"4,063.00",2.78,43.52,2.87,143.25088,3.64,...,2.97,28.43,599.53,...,2.38,0.71,17.5,3.75,468.57,73.82,12.19,"4,306.42",1.27,1.79,...,...,7.97,"30,311.11",6.92,...,118.888184,110.36,2.7,2.7,2.7,2.78,3.3,6.35,0.92,46.87,29.53,4.45,"1,494.24",30.37,1,468.57,1.82,6.4,1.4,1.58,...,...,"2,393.31",7.94,3.67,0.62,1,19.34,...,89.15,4.29,"20,673.00",...,...,213.8,...,4.76,...,468.57,2.7,468.57
2011M04,45.68,97.89,71.71,93.27,2.7,2.7,4.05,373.65,1.79,0.94,9.529817,0.79,1,0.38,72.85,2,0.3,27.937754,...,2,454.21,1,44.37,6.94,1.35,6.47,1.59,1.25,1.35,454.21,"1,237.54",76.5,"3,995.00",454.21,0.96,0.83,454.21,454.21,471.32,7.77,8.01,6.53,"1,809.40",340.66,921.84,454.21,499.85,454.21,5.11,...,1.79,1.79,...,16.82,...,5.18,177.72,2.7,37.9,...,1,5.95,1,454.21,15.38,...,6.74,16.76,0.69,5.18,1.81,4.117768,4.542888,82.63,82.63,454.21,28.5,1.67,1.354527,1.5,0.61,235.989425,5.18,2.7,...,7.62,0.61,...,"6,589.19",454.21,204.11,40.25,18.9,183.58,112.98,44.37,"8,629.50","10,421.00","1,170.00",0.545434,0.61,3.43,1340.980909,85.63,83.35,0.61,0.71,145.45,83.89,0.94,"1,084.83",0.69,0.28,47.06,"8,040.68",0.49,"1,507.50",6.74,71.88,1.21,2.39,27.937754,"1,972.84",150.8,3.01,13.95,454.21,...,...,27.5,27.88,11.76,1,11.69,"1,219.90",0.69,2.7,7.84,30.73,5.38,6.74,0.94,71.49,1.526199,...,1.27,22.19,454.21,153.97,42.64,5.41,0.38,84.67,1,1,2.53,"3,969.50",2.82,43.24,2.75,138.845582,3.64,...,2.84,28.1,601.27,...,2.3,0.69,16.96,3.75,454.21,70.23,12.15,"4,343.51",1.25,1.79,...,...,7.94,"31,739.00",6.74,...,115.232095,110.29,2.7,2.7,2.7,2.69,3.3,6.21,0.9,47.45,29.01,4.47,"1,494.64",30.05,1,454.21,1.77,6.4,1.37,1.52,...,...,"2,367.59",7.96,3.67,0.61,1,19,...,85.9,4.29,"20,714.00",...,...,213.8,...,4.71,...,454.21,2.7,454.21
2011M05,45.83,98.79,72.17,92.28,2.7,2.7,4.06,374.25,1.79,0.94,9.592892,0.79,1,0.38,73.22,2,0.35,28.122665,...,2,457.16,1,44.9,6.94,1.36,6.56,1.61,1.24,1.36,457.16,"1,239.34",76.78,"4,038.00",457.16,0.97,0.83,457.16,457.16,467.73,7.77,8.01,6.5,"1,800.90",342.87,925.4,457.16,503.15,457.16,5.14,...,1.79,1.79,...,17,...,5.2,177.72,2.7,37.96,...,1,5.93,1,457.16,15.38,...,6.87,16.8,0.7,5.2,1.76,4.145022,4.572956,83.17,83.17,457.16,28.39,1.68,1.363493,1.51,0.61,237.551364,5.2,2.7,...,7.66,0.61,...,"6,534.19",457.16,204.13,40.28,18.9,185.87,114.46,44.9,"8,557.50","10,540.81","1,170.00",0.549044,0.61,3.47,1349.85643,85.56,81.26,0.61,0.71,145.56,85.43,0.94,"1,084.05",0.7,0.28,46.31,"8,031.70",0.49,"1,507.50",6.87,72.49,1.21,2.4,28.122665,"1,967.44",150.8,3.01,15.33,457.16,...,...,27.26,27.84,11.65,1,11.59,"1,235.71",0.7,2.7,7.89,30.1,5.38,6.87,0.94,71.2,1.5363,...,1.26,22.28,457.16,154.8,42.83,5.45,0.38,85.25,1,1,2.41,"4,042.50",2.78,43.13,2.74,139.764556,3.64,...,2.87,27.87,599.28,...,2.29,0.7,17.08,3.75,457.16,68.64,12.06,"4,341.91",1.24,1.79,...,...,7.88,"33,011.54",6.87,...,115.99478,109.82,2.7,2.7,2.7,2.68,3.3,6.24,0.88,47.45,28.81,4.52,"1,504.94",30.24,1,457.16,1.76,6.4,1.38,1.57,...,...,"2,387.68",7.97,3.67,0.61,1,18.85,...,85.55,4.29,"20,678.00",...,...,213.8,...,4.75,...,457.16,2.7,457.16
2011M06,46.45,98.65,71.94,93.29,2.7,2.7,4.08,374.65,1.79,0.94,9.564498,0.79,1,0.38,73.92,2,0.5,28.039426,...,2,455.89,1,44.85,6.93,1.36,6.53,1.59,1.23,1.36,455.89,"1,241.35",76.69,"4,092.00",455.89,0.98,0.83,455.89,455.89,469.41,7.79,8.02,6.48,"1,782.95",341.92,923.44,455.89,505.67,455.89,5.15,...,1.79,1.79,...,16.88,...,5.19,177.72,2.7,38.1,...,1,5.94,1,455.89,15.38,...,6.8,16.88,0.7,5.19,1.76,4.132753,4.559421,82.94,82.94,455.89,28.78,1.65,1.359457,1.5,0.61,236.848241,5.19,2.7,...,7.79,0.61,...,"6,609.42",455.89,204.16,40.3,18.9,185.31,115.06,44.85,"8,565.50","11,073.80","1,170.00",0.547419,0.61,3.42,1345.861025,85.67,80.51,0.61,0.71,145.77,89.05,0.94,"1,080.87",0.7,0.27,45.25,"8,029.13",0.49,"1,507.50",6.8,72.6,1.21,2.4,28.039426,"1,939.34",150.8,3.03,15.34,455.89,...,...,27.46,28.12,11.79,1,11.59,"1,257.29",0.7,2.7,7.86,29.16,5.37,6.8,0.94,71.91,1.531753,...,1.23,22.38,455.89,154.5,42.81,5.44,0.38,85.85,1,1,2.33,"3,990.50",2.76,43.37,2.76,139.35087,3.64,...,2.91,27.98,600,...,2.27,0.7,17.03,3.75,455.89,69.35,12.05,"4,346.09",1.23,1.79,...,...,7.55,"33,593.27",6.8,...,115.65145,109.59,2.7,2.7,2.7,2.68,3.3,6.33,0.84,47.45,28.87,4.62,"1,543.86",30.51,1,455.89,1.71,6.41,1.37,1.6,...,...,"2,461.04",7.97,3.67,0.61,1,18.53,...,85.75,4.29,"20,622.00",...,...,213.8,...,4.81,...,455.89,2.7,455.89
2011M07,47.57,97.98,72.13,93.31,2.7,2.7,4.11,367,1.79,0.93,9.647807,0.79,1,0.38,74.48,2,0.5,28.283654,...,2,459.86,1,44.42,6.93,1.37,6.54,1.56,1.22,1.37,459.86,"1,246.41",77.23,"4,105.00",459.86,0.96,0.83,459.86,459.86,462.94,7.79,8.02,6.46,"1,762.21",344.89,922.67,459.86,504.87,459.86,5.19,...,1.79,1.79,...,17.08,...,5.23,177.72,2.7,38.12,...,1,5.95,1,459.86,15.38,...,6.8,16.94,0.7,5.23,1.73,4.16875,4.599134,83.66,83.66,459.86,29.32,1.67,1.371298,1.5,0.62,238.911231,5.23,2.7,...,7.76,0.62,...,"6,772.96",459.86,204.11,40.36,18.87,187.36,115.33,44.42,"8,526.80","10,550.00","1,170.00",0.552187,0.62,3.42,1357.583711,85.8,79.4,0.62,0.71,145.9,89.9,0.93,"1,058.49",0.7,0.27,45.08,"8,018.79",0.49,"1,507.50",6.8,72.84,1.21,2.41,28.283654,"1,963.63",150.8,3,15.35,459.86,...,...,27.63,28.2,11.68,1,11.54,"1,246.93",0.7,2.7,7.91,27.97,5.39,6.8,0.93,71.52,1.545095,...,1.18,22.47,459.86,151.86,43.14,5.46,0.38,86.09,1,1,2.28,"3,801.50",2.74,42.81,2.79,140.564641,3.64,...,2.97,27.9,600.51,...,2.23,0.7,17.19,3.75,459.86,71.58,12.16,"4,371.89",1.22,1.79,...,...,7.42,"31,446.15",6.8,2.79,116.658794,109.5,2.7,2.7,2.7,2.68,3.3,6.4,0.82,47.45,28.86,4.69,"1,562.88",30.08,1,459.86,1.64,6.41,1.38,1.65,...,...,"2,587.23",7.97,3.67,0.62,1,18.46,...,84.71,4.29,"20,610.00",...,...,213.8,...,4.83,...,459.86,2.7,459.86
2011M08,47.24,97.48,72.09,93.35,2.7,2.7,4.15,367.07,1.79,0.95,9.5941,0.79,1,0.38,74.52,2,0.5,28.126207,...,2,457.33,1,45.28,6.92,1.36,6.71,1.6,1.21,1.36,457.33,"1,254.66",76.92,"4,090.00",457.33,0.98,0.83,457.33,457.33,466.79,7.8,8.03,6.41,"1,784.96",343,921.06,457.33,505.58,457.33,5.19,...,1.79,1.79,...,16.92,...,5.19,177.72,2.7,38.13,...,1,5.95,1,457.33,15.38,...,7.07,17,0.7,5.19,1.75,4.145544,4.573532,83.2,83.2,457.33,29.45,1.65,1.363664,1.51,0.61,237.581282,5.19,2.7,...,7.83,0.61,...,"6,835.14",457.33,204.05,40.53,18.85,189.7,114.45,45.28,"8,550.30","10,571.35","1,170.00",0.549114,0.61,3.54,1350.026438,85.92,77.22,0.61,0.71,146.56,92.79,0.95,"1,074.05",0.7,0.27,44.65,"8,006.67",0.49,"1,507.50",7.07,72.51,1.2,2.41,28.126207,"1,960.10",161.94,2.99,15.36,457.33,...,...,27.99,27.98,12.17,1,11.38,"1,238.63",0.7,2.7,7.89,27.22,5.35,7.07,0.95,71.41,1.536494,...,1.19,22.56,457.33,152.72,42.91,5.43,0.38,86.7,1,1,2.26,"3,898.00",2.74,42.42,2.88,139.782159,3.64,...,2.96,28.77,599.75,...,2.26,0.7,17.08,3.75,457.33,71.36,12.22,"4,387.46",1.21,1.79,...,...,7.39,"30,396.30",7.07,3.3,116.009389,109.8,2.7,2.7,2.7,2.68,3.3,6.39,0.78,47.45,29,4.73,"1,597.53",29.88,1,457.33,1.62,6.4,1.37,1.75,...,...,"2,753.23",7.97,3.67,0.61,1,18.76,...,88.93,4.29,"20,618.00",...,...,213.8,...,4.92,...,457.33,2.7,457.33
2011M09,47.57,102.02,73.34,94.23,2.7,2.7,4.18,372.28,1.79,0.98,9.996261,0.79,1,0.38,74.68,2,0.54,29.305187,...,2,476.37,1,47.64,6.92,1.42,7.03,1.74,1.25,1.42,476.37,"1,265.58",79.9,"4,079.00",476.37,1,0.83,476.37,476.37,483.69,7.79,8.03,6.38,"1,839.17",357.28,921.79,476.37,510.88,476.37,5.42,...,1.79,1.79,...,17.83,...,5.41,177.72,2.7,38.21,...,1,5.95,1,476.37,15.38,...,7.57,17.06,0.73,5.41,1.78,4.319315,4.765243,86.66,86.66,476.37,29.68,1.66,1.420826,1.52,0.63,247.540092,5.41,2.7,...,7.85,0.63,...,"6,864.61",476.37,204.03,40.75,18.93,206.69,116.79,47.64,"8,722.80","10,706.20","1,170.00",0.572131,0.63,3.68,1406.616151,86.04,76.84,0.63,0.71,147.21,96.36,0.98,"1,125.09",0.73,0.27,45.08,"8,013.44",0.51,"1,507.50",7.57,72.08,1.23,2.49,29.305187,"2,016.09",164.86,3.09,15.38,476.37,...,...,28.35,28.69,12.93,1,11.6,"1,259.89",0.73,2.7,8.17,27.19,5.45,7.57,0.98,73.92,1.6009,...,1.23,22.65,476.37,155.26,44.54,5.61,0.38,87.54,1,1,2.25,"4,171.00",2.74,43.03,3.14,145.641475,3.64,...,3.11,30.49,599.84,...,2.3,0.73,17.82,3.75,476.37,73.41,12.35,"4,400.55",1.25,1.79,...,...,7.38,"30,216.67",7.57,3,120.87221,110.14,2.7,2.7,2.7,2.68,3.3,6.64,0.88,48.33,29.75,4.76,"1,621.41",30.42,1,476.37,1.66,6.4,1.42,1.79,...,...,"2,814.02",7.97,3.67,0.63,1,19.57,...,91.67,4.29,"20,628.00",...,...,213.8,...,4.92,...,476.37,2.7,476.37
2011M10,48.05,102.76,73.62,95.17,2.7,2.7,4.2,376.69,1.79,0.99,10.043012,0.79,1,0.38,75.74,2,0.66,29.442244,...,2,478.58,1,49.26,6.92,1.43,7.29,1.78,1.28,1.43,478.58,"1,280.05",80.62,"4,098.00",478.58,1.02,0.83,478.58,478.58,511.74,7.78,8.01,6.36,"1,909.46",358.93,920.91,478.58,515.1,478.58,5.47,...,1.79,1.79,...,18.16,...,5.53,177.72,2.7,38.37,...,1,5.96,1,478.58,15.38,...,7.97,17.11,0.73,5.53,1.8,4.339516,4.78753,87.06,87.06,478.58,30.5,1.66,1.427471,1.53,0.63,248.69781,5.53,2.7,...,7.84,0.63,...,"6,903.66",478.58,203.81,40.9,18.99,216.55,115.93,49.26,"8,891.00","10,663.07","1,170.00",0.574807,0.63,3.67,1413.194745,86.22,76.77,0.63,0.71,147.99,101.27,0.99,"1,150.25",0.73,0.28,45.27,"8,015.46",0.48,"1,507.50",7.97,72.29,1.23,2.53,29.442244,"2,107.25",166.83,3.14,15.38,478.58,...,...,28.9,29.05,13.48,1,11.79,"1,291.94",0.73,2.7,8.18,27.11,5.47,7.97,0.99,78.15,1.608387,...,1.27,22.74,478.58,153.26,44.91,5.66,0.38,87.01,1,1,2.22,"4,208.00",2.73,43.45,3.18,146.322625,3.64,...,3.15,31.35,601.29,...,2.33,0.73,17.91,3.75,478.58,73.4,12.6,"4,416.75",1.28,1.79,...,...,7.36,"28,196.30",7.97,2.95,121.437517,110.19,2.7,2.7,2.7,2.68,3.3,6.65,0.9,49.42,30.28,4.75,"1,653.57",30.89,1,478.58,1.7,6.42,1.42,1.83,...,...,"2,805.37",7.97,3.67,0.63,1,19.93,...,97.41,4.29,"20,708.00",...,...,213.8,...,4.95,...,478.58,2.7,478.58
2011M11,48.02,103.82,74.84,95.25,2.7,2.7,4.24,382.78,1.79,0.99,10.152377,0.79,1,0.38,76.52,2,0.87,29.762859,...,2,483.9,1,50.84,6.91,1.44,7.43,1.77,1.29,1.44,483.9,"1,314.47",81.21,"4,053.00",483.9,1.03,0.83,483.9,483.9,508.44,7.78,8.02,6.34,"1,916.45",362.92,911.27,483.9,507.73,483.9,5.51,...,1.79,1.79,...,18.78,...,5.49,177.72,2.7,38.51,...,1,5.97,1,483.9,15.38,...,8.13,17.15,0.74,5.49,1.81,4.386772,4.839664,88.03,88.03,483.9,29.8,1.66,1.443015,1.54,0.63,251.406034,5.49,2.7,...,7.81,0.63,...,"7,008.73",483.9,204.25,41.05,18.98,228.58,116.97,50.84,"9,035.00","10,859.80","1,170.00",0.581066,0.63,3.73,1428.583891,86.45,77.58,0.63,0.71,147.85,93.68,0.99,"1,134.19",0.74,0.28,46.23,"8,014.50",0.5,"1,507.50",8.13,71.59,1.23,2.53,29.762859,"2,111.94",164.31,3.15,15.37,483.9,...,...,28.71,29.09,13.64,1,11.72,"1,323.42",0.74,2.7,8.27,26.94,5.49,8.13,0.99,79.28,1.625902,...,1.29,22.84,483.9,155.77,45.31,5.75,0.38,87.02,1,1,2.18,"4,458.00",2.71,43.27,3.26,147.916022,3.64,...,3.21,30.86,601.77,...,2.35,0.74,18.04,3.75,483.9,75.71,12.87,"4,414.33",1.29,1.79,...,...,7.36,"25,153.85",8.13,2.95,122.759925,111.33,2.7,2.7,2.7,2.68,3.3,6.74,0.91,49.9,30.24,4.76,"1,656.22",30.95,1,483.9,1.71,6.43,1.45,1.8,...,...,"2,582.18",7.98,3.67,0.63,1,19.9,...,92.95,4.29,"20,803.00",...,...,213.8,...,5.03,...,483.9,2.7,483.9
2011M12,48.56,105.08,74.84,95.28,2.7,2.7,4.27,383.22,1.79,0.99,10.443263,0.79,1,0.38,79.69,2,0.85,30.615626,...,2,497.73,1,52.67,6.91,1.48,7.51,1.83,1.3,1.48,497.73,"1,348.99",83.58,"4,035.00",497.73,1.02,0.83,497.73,497.73,517.17,7.78,8.01,6.33,"1,934.58",373.3,899.21,497.73,505.47,497.73,5.69,...,1.79,1.79,...,19.37,...,5.64,177.72,2.7,38.63,...,1,6,1,497.73,15.38,...,8.18,17.19,0.76,5.64,1.82,4.512462,4.97833,90.55,90.55,497.73,30.14,1.66,1.484361,1.55,0.64,258.609335,5.64,2.7,...,7.8,0.64,...,"7,067.13",497.73,204.13,41.01,19.01,230.88,120.94,52.67,"9,075.30","11,007.29","1,170.00",0.597715,0.64,3.77,1469.515765,86.57,77.86,0.64,0.71,147.9,86.66,0.99,"1,148.30",0.76,0.28,46.62,"8,018.16",0.53,"1,507.50",8.18,71.93,1.25,2.62,30.615626,"2,145.44",164.65,3.16,15.37,497.73,...,...,28.79,29.27,13.75,1,11.79,"1,374.20",0.76,2.7,8.46,27.07,5.56,8.18,0.99,83,1.672487,...,1.3,22.93,497.73,158.21,46.6,5.88,0.38,89.46,1,1,2.16,"4,492.00",2.7,43.65,3.4,152.154121,3.64,...,3.29,31.45,603.45,...,2.35,0.76,18.58,3.75,497.73,78.15,13.44,"4,375.79",1.3,1.79,...,...,7.36,"25,062.50",8.18,2.95,126.27725,113.9,2.7,2.7,2.7,2.68,3.3,6.84,0.93,54.51,30.27,4.76,"1,599.99",31.21,1,497.73,1.72,6.41,1.48,1.86,...,...,"2,446.91",7.99,3.67,0.64,1,19.97,...,93.45,4.29,"20,813.00",...,...,213.8,...,5.12,...,497.73,2.7,497.73
